,Unnamed: 0,game_date,home_team,away_team,is_day_game,home_score,away_score,venue,venue_name,city,state,home_pa,home_1b,home_2b,home_3b,home_hr,home_fo,home_so,home_bb,home_hbp,away_pa,away_1b,away_2b,away_3b,away_hr,away_fo,away_so,away_bb,away_hbp,year,month,day,isAbroad,country,winner,home_won,Longitude,Latitude,distance,row_index,time_zone,time_zones_crossed
470,470,2014-09-13,PHI,MIA,False,2,1,PHI13,Citizens Bank Park,Philadelphia,PA,35,7,0,0,1,16,9,2,0,28,3,1,0,0,18,6,0,0,2014,9,13,0,United States,1,1,-77.209755,40.590752,1098,470,eastern,25
471,471,2014-09-14,PHI,MIA,True,4,5,PHI13,Citizens Bank Park,Philadelphia,PA,40,7,1,0,1,24,5,2,0,39,9,1,0,0,19,7,3,0,2014,9,14,0,United States,-1,0,-77.209755,40.590752,1098,471,eastern,25
472,472,2014-09-15,NYN,MIA,False,5,6,NYC20,Citi Field,New York,NY,39,9,2,0,0,11,16,1,0,40,5,2,0,0,17,10,6,0,2014,9,15,0,United States,-1,0,-74.948051,42.165726,257,472,eastern,25
473,473,2014-09-16,NYN,MIA,False,9,1,NYC20,Citi Field,New York,NY,38,11,2,0,0,16,8,1,0,38,6,4,0,2,18,6,2,0,2014,9,16,0,United States,1,1,-74.948051,42.165726,257,473,eastern,25
474,474,2014-09-17,NYN,MIA,False,3,4,NYC20,Citi Field,New York,NY,40,10,1,0,0,18,6,4,1,37,8,0,0,0,19,6,4,0,2014,9,17,0,United States,-1,0,-74.948051,42.165726,257,474,eastern,25
475,475,2014-09-18,MIA,WAS,False,2,6,MIA02,Marlins Park,Miami,FL,38,8,3,0,0,17,10,0,0,33,3,3,0,0,20,7,0,0,2014,9,18,0,United States,-1,0,-81.686783,27.766279,1710,475,eastern,25
476,476,2014-09-19,MIA,WAS,False,2,3,MIA02,Marlins Park,Miami,FL,37,4,0,2,1,17,9,4,0,34,2,1,1,1,25,1,3,0,2014,9,19,0,United States,-1,0,-81.686783,27.766279,1710,476,eastern,25
477,477,2014-09-20,MIA,WAS,False,2,3,MIA02,Marlins Park,Miami,FL,37,9,1,2,0,19,4,2,0,33,6,1,0,0,20,6,0,0,2014,9,20,0,United States,-1,0,-81.686783,27.766279,1710,477,eastern,25
478,478,2014-09-21,MIA,WAS,True,1,2,MIA02,Marlins Park,Miami,FL,34,5,2,1,0,20,6,0,0,30,2,2,0,0,17,6,2,1,2014,9,21,0,United States,-1,0,-81.686783,27.766279,1710,478,eastern,25
479,479,2014-09-23,MIA,PHI,False,2,0,MIA02,Marlins Park,Miami,FL,36,7,1,0,0,23,4,1,0,31,6,1,0,0,19,4,1,0,2014,9,23,0,United States,1,1,-81.686783,27.766279,1710,479,eastern,25
480,480,2014-09-24,MIA,PHI,False,1,2,MIA02,Marlins Park,Miami,FL,39,7,2,0,0,21,2,5,2,34,1,5,1,0,23,3,1,0,2014,9,24,0,United States,-1,0,-81.686783,27.766279,1710,480,eastern,25
481,481,2014-09-25,MIA,PHI,True,6,4,MIA02,Marlins Park,Miami,FL,35,6,3,0,0,15,10,1,0,37,12,2,0,0,19,1,2,1,2014,9,25,0,United States,1,1,-81.686783,27.766279,1710,481,eastern,25
482,482,2014-09-26,WAS,MIA,True,4,0,WAS11,Nationals Park,Washington,DC,30,2,0,1,0,17,9,0,1,41,6,2,0,1,17,5,10,0,2014,9,26,0,United States,1,1,-77.026817,38.897438,1308,482,eastern,25
483,483,2014-09-26,WAS,MIA,False,7,15,WAS11,Nationals Park,Washington,DC,48,15,5,1,1,17,6,2,1,42,7,2,1,2,19,7,1,3,2014,9,26,0,United States,-1,0,-77.026817,38.897438,1308,483,eastern,25
484,484,2014-09-27,WAS,MIA,True,5,1,WAS11,Nationals Park,Washington,DC,35,3,1,0,0,20,9,2,0,38,10,1,0,0,15,7,5,0,2014,9,27,0,United States,1,1,-77.026817,38.897438,1308,484,eastern,25
485,485,2014-09-28,WAS,MIA,True,1,0,WAS11,Nationals Park,Washington,DC,28,0,0,0,0,17,10,1,0,32,8,2,0,1,16,5,0,0,2014,9,28,0,United States,1,1,-77.026817,38.897438,1308,485,eastern,25
486,486,2015-04-06,MIA,ATL,True,1,2,MIA02,Marlins Park,Miami,FL,35,5,1,0,0,21,7,1,0,32,7,1,0,0,16,7,1,0,2015,4,6,0,United States,-1,0,-81.686783,27.766279,1308,486,eastern,3
487,487,2015-04-07,MIA,ATL,False,2,12,MIA02,Marlins Park,Miami,FL,46,10,4,0,0,20,5,7,0,35,4,0,1,0,15,10,5,0,2015,4,7,0,United States,-1,0,-81.686783,27.766279,1308,487,eastern,3
488,488,2015-04-08,MIA,ATL,False,0,2,MIA02,Marlins Park,Miami,FL,33,5,0,0,1,17,6,3,1,35,6,0,0,0,19,8,2,0,2015,4,8,0,United States,-1,0,-81.686783,27.766279,1308,488,eastern,3
489,489,2015-04-10,MIA,TBA,False,10,9,MIA02,Marlins Park,Miami,FL,44,7,2,0,1,20,8,6,0,47,9,4,0,0,19,8,6,1,2015,4,10,0,United States,1,1,-81.686783,27.766279,1308,489,eastern,3
490,490,2015-04-11,MIA,TBA,True,0,2,MIA02,Marlins Park,Miami,FL,35,2,2,1,1,21,5,3,0,30,1,1,0,0,18,8,2,0,2015,4,11,0,United States,-1,0,-81.686783,27.766279,1308,490,eastern,3
491,491,2015-04-12,MIA,TBA,True,5,8,MIA02,Marlins Park,Miami,FL,43,6,6,1,1,19,7,3,0,38,4,2,1,1,21,7,2,0,2015,4,12,0,United States,-1,0,-81.686783,27.766279,1308,491,eastern,3
492,492,2015-04-13,ATL,MIA,False,3,2,ATL02,Turner Field,Atlanta,GA,36,4,2,0,0,18,8,4,0,35,4,3,0,0,13,8,7,0,2015,4,13,0,United States,1,1,-83.643074,33.040619,614,492,eastern,3
493,493,2015-04-14,ATL,MIA,False,2,8,ATL02,Turner Field,Atlanta,GA,44,8,3,0,0,18,8,6,1,37,5,1,0,2,21,6,2,0,2015,4,14,0,United States,-1,0,-83.643074,33.040619,614,493,eastern,3
494,494,2015-04-15,ATL,MIA,True,2,6,ATL02,Turner Field,Atlanta,GA,36,4,2,0,2,19,5,4,0,32,1,0,0,2,20,7,2,0,2015,4,15,0,United States,-1,0,-83.643074,33.040619,614,494,eastern,3
495,495,2015-04-16,NYN,MIA,False,7,5,NYC20,Citi Field,New York,NY,36,3,1,1,2,15,11,3,0,35,6,2,0,1,17,6,3,0,2015,4,16,0,United States,1,1,-74.948051,42.165726,1269,495,eastern,3
496,496,2015-04-17,NYN,MIA,False,4,1,NYC20,Citi Field,New York,NY,33,4,2,0,1,19,7,0,0,34,5,2,0,0,19,5,3,0,2015,4,17,0,United States,1,1,-74.948051,42.165726,1269,496,eastern,3
497,497,2015-04-18,NYN,MIA,False,5,4,NYC20,Citi Field,New York,NY,38,9,1,0,1,13,13,1,0,34,6,2,0,2,18,5,1,0,2015,4,18,0,United States,1,1,-74.948051,42.165726,1269,497,eastern,3
498,498,2015-04-19,NYN,MIA,True,7,6,NYC20,Citi Field,New York,NY,39,10,1,0,0,18,9,1,0,35,6,2,0,0,17,5,4,1,2015,4,19,0,United States,1,1,-74.948051,42.165726,1269,498,eastern,3
499,499,2015-04-21,PHI,MIA,False,7,3,PHI13,Citizens Bank Park,Philadelphia,PA,37,8,1,0,1,16,10,1,0,34,3,1,1,2,16,8,3,0,2015,4,21,0,United States,1,1,-77.209755,40.590752,257,499,eastern,3
500,500,2015-04-22,PHI,MIA,False,1,6,PHI13,Citizens Bank Park,Philadelphia,PA,44,9,1,0,0,20,8,5,1,30,3,0,1,1,18,7,0,0,2015,4,22,0,United States,-1,0,-77.209755,40.590752,257,500,eastern,3
501,501,2015-04-23,PHI,MIA,True,1,9,PHI13,Citizens Bank Park,Philadelphia,PA,45,9,2,0,1,17,10,5,1,35,6,2,0,0,18,7,2,0,2015,4,23,0,United States,-1,0,-77.209755,40.590752,257,501,eastern,3
502,502,2015-04-24,MIA,WAS,False,3,2,MIA02,Marlins Park,Miami,FL,35,4,2,0,0,21,5,3,0,31,8,1,0,0,17,5,0,0,2015,4,24,0,United States,1,1,-81.686783,27.766279,1480,502,eastern,3
503,503,2015-04-25,MIA,WAS,True,8,0,MIA02,Marlins Park,Miami,FL,34,7,0,0,0,19,7,1,0,37,8,2,0,2,12,9,4,0,2015,4,25,0,United States,1,1,-81.686783,27.766279,1480,503,eastern,3
504,504,2015-04-26,MIA,WAS,True,6,2,MIA02,Marlins Park,Miami,FL,34,3,0,0,1,17,10,3,0,38,11,0,3,0,10,13,1,0,2015,4,26,0,United States,1,1,-81.686783,27.766279,1480,504,eastern,3
505,505,2015-04-27,MIA,NYN,False,1,3,MIA02,Marlins Park,Miami,FL,35,2,2,0,1,22,4,4,0,33,6,0,0,0,23,4,0,0,2015,4,27,0,United States,-1,0,-81.686783,27.766279,1480,505,eastern,3
506,506,2015-04-28,MIA,NYN,False,4,3,MIA02,Marlins Park,Miami,FL,40,7,3,0,0,21,7,2,0,34,5,1,0,0,16,9,3,0,2015,4,28,0,United States,1,1,-81.686783,27.766279,1480,506,eastern,3
507,507,2015-04-29,MIA,NYN,False,7,3,MIA02,Marlins Park,Miami,FL,36,5,1,0,1,19,6,4,0,36,8,2,0,2,19,4,1,0,2015,4,29,0,United States,1,1,-81.686783,27.766279,1480,507,eastern,3
508,508,2015-05-01,MIA,PHI,False,4,3,MIA02,Marlins Park,Miami,FL,34,3,0,1,1,18,8,3,0,40,8,5,0,0,19,4,4,0,2015,5,1,0,United States,1,1,-81.686783,27.766279,1480,508,eastern,3
509,509,2015-05-02,MIA,PHI,True,7,0,MIA02,Marlins Park,Miami,FL,33,5,1,0,0,19,8,0,0,40,8,4,0,1,15,7,4,1,2015,5,2,0,United States,1,1,-81.686783,27.766279,1480,509,eastern,3
510,510,2015-05-03,MIA,PHI,True,2,6,MIA02,Marlins Park,Miami,FL,42,9,0,1,0,18,11,2,1,34,5,1,0,0,16,10,2,0,2015,5,3,0,United States,-1,0,-81.686783,27.766279,1480,510,eastern,3
511,511,2015-05-04,WAS,MIA,False,6,4,WAS11,Nationals Park,Washington,DC,39,8,0,0,1,18,9,3,0,39,10,1,0,1,18,5,4,0,2015,5,4,0,United States,1,1,-77.026817,38.897438,1308,511,eastern,3
512,512,2015-05-05,WAS,MIA,False,1,2,WAS11,Nationals Park,Washington,DC,39,4,0,2,0,21,7,3,2,36,2,1,0,0,18,9,6,0,2015,5,5,0,United States,-1,0,-77.026817,38.897438,1308,512,eastern,3
513,513,2015-05-06,WAS,MIA,True,7,5,WAS11,Nationals Park,Washington,DC,40,11,1,0,1,13,13,0,1,36,6,3,0,3,17,6,1,0,2015,5,6,0,United States,1,1,-77.026817,38.897438,1308,513,eastern,3
514,514,2015-05-07,SFN,MIA,False,2,7,SFO03,Oracle Park,San Francisco,CA,41,14,2,0,1,20,4,0,0,34,7,2,0,0,22,3,0,0,2015,5,7,0,United States,-1,0,-119.681564,36.116203,3749,514,pacific,6
515,515,2015-05-08,SFN,MIA,False,6,0,SFO03,Oracle Park,San Francisco,CA,34,2,1,0,0,17,10,4,0,41,9,2,0,1,17,5,6,1,2015,5,8,0,United States,1,1,-119.681564,36.116203,3749,515,pacific,6
516,516,2015-05-09,SFN,MIA,False,2,6,SFO03,Oracle Park,San Francisco,CA,41,3,4,0,1,13,15,5,0,39,7,3,0,0,19,7,3,0,2015,5,9,0,United States,-1,0,-119.681564,36.116203,3749,516,pacific,6
517,517,2015-05-10,SFN,MIA,True,3,2,SFO03,Oracle Park,San Francisco,CA,35,4,3,0,0,19,7,2,0,38,8,2,0,0,18,7,3,0,2015,5,10,0,United States,1,1,-119.681564,36.116203,3749,517,pacific,6
518,518,2015-05-11,LAN,MIA,False,5,3,LOS03,Dodger Stadium,Los Angeles,CA,37,7,0,0,2,16,8,4,0,35,4,2,0,1,17,6,5,0,2015,5,11,0,United States,1,1,-119.681564,36.116203,3749,518,pacific,6
519,519,2015-05-12,LAN,MIA,False,11,1,LOS03,Dodger Stadium,Los Angeles,CA,34,4,0,0,1,20,5,4,0,47,16,3,0,2,16,8,1,1,2015,5,12,0,United States,1,1,-119.681564,36.116203,3749,519,pacific,6
520,520,2015-05-13,LAN,MIA,True,4,5,LOS03,Dodger Stadium,Los Angeles,CA,41,10,2,0,0,18,8,2,1,34,2,1,1,2,19,6,3,0,2015,5,13,0,United States,-1,0,-119.681564,36.116203,3749,520,pacific,6
521,521,2015-05-15,MIA,ATL,False,3,5,MIA02,Marlins Park,Miami,FL,39,9,4,0,0,16,10,0,0,41,9,1,0,2,20,7,2,0,2015,5,15,0,United States,-1,0,-81.686783,27.766279,3684,521,eastern,9
522,522,2015-05-16,MIA,ATL,True,3,5,MIA02,Marlins Park,Miami,FL,38,11,1,0,1,19,6,0,0,39,8,1,0,1,24,3,2,0,2015,5,16,0,United States,-1,0,-81.686783,27.766279,3684,522,eastern,9
523,523,2015-05-17,MIA,ATL,True,0,6,MIA02,Marlins Park,Miami,FL,39,7,3,0,0,23,4,2,0,29,2,0,0,0,22,4,1,0,2015,5,17,0,United States,-1,0,-81.686783,27.766279,3684,523,eastern,9
524,524,2015-05-18,MIA,ARI,False,2,3,MIA02,Marlins Park,Miami,FL,47,6,3,0,0,25,12,1,0,45,4,1,0,1,26,10,3,0,2015,5,18,0,United States,-1,0,-81.686783,27.766279,3684,524,eastern,9
525,525,2015-05-19,MIA,ARI,False,2,4,MIA02,Marlins Park,Miami,FL,37,7,1,0,1,22,4,2,0,34,5,0,0,1,18,8,2,0,2015,5,19,0,United States,-1,0,-81.686783,27.766279,3684,525,eastern,9
526,526,2015-05-20,MIA,ARI,False,1,6,MIA02,Marlins Park,Miami,FL,42,10,1,0,0,19,9,3,0,31,3,1,0,0,23,2,1,1,2015,5,20,0,United States,-1,0,-81.686783,27.766279,3684,526,eastern,9
527,527,2015-05-21,MIA,ARI,True,6,7,MIA02,Marlins Park,Miami,FL,42,7,4,0,0,19,9,3,0,41,11,0,1,0,17,9,3,0,2015,5,21,0,United States,-1,0,-81.686783,27.766279,3684,527,eastern,9
528,528,2015-05-22,MIA,BAL,False,5,8,MIA02,Marlins Park,Miami,FL,45,9,2,0,0,21,6,7,0,44,12,1,0,1,23,6,1,0,2015,5,22,0,United States,-1,0,-81.686783,27.766279,3684,528,eastern,9
529,529,2015-05-23,MIA,BAL,False,1,0,MIA02,Marlins Park,Miami,FL,49,7,2,0,0,22,15,3,0,49,7,0,0,0,26,10,5,1,2015,5,23,0,United States,1,1,-81.686783,27.766279,3684,529,eastern,9
530,530,2015-05-24,MIA,BAL,True,5,2,MIA02,Marlins Park,Miami,FL,37,4,2,0,0,22,4,5,0,37,9,1,0,1,17,6,3,0,2015,5,24,0,United States,1,1,-81.686783,27.766279,3684,530,eastern,9
531,531,2015-05-25,PIT,MIA,False,4,2,PIT08,PNC Park,Pittsburgh,PA,34,7,1,0,1,22,3,0,0,33,7,1,0,2,15,6,2,0,2015,5,25,0,United States,1,1,-77.209755,40.590752,1480,531,eastern,9
532,532,2015-05-26,PIT,MIA,False,5,1,PIT08,PNC Park,Pittsburgh,PA,38,4,2,0,0,18,9,5,0,34,6,3,0,1,15,7,1,1,2015,5,26,0,United States,1,1,-77.209755,40.590752,1480,532,eastern,9
533,533,2015-05-27,PIT,MIA,True,5,2,PIT08,PNC Park,Pittsburgh,PA,36,7,0,0,2,18,9,0,0,37,8,2,1,0,19,5,2,0,2015,5,27,0,United States,1,1,-77.209755,40.590752,1480,533,eastern,9
534,534,2015-05-29,NYN,MIA,False,3,4,NYC20,Citi Field,New York,NY,34,5,0,0,1,15,12,1,0,33,2,2,0,2,19,7,1,0,2015,5,29,0,United States,-1,0,-74.948051,42.165726,257,534,eastern,9
535,535,2015-05-30,NYN,MIA,True,5,9,NYC20,Citi Field,New York,NY,42,6,4,0,4,18,9,1,0,43,7,2,0,0,21,6,6,1,2015,5,30,0,United States,-1,0,-74.948051,42.165726,257,535,eastern,9
536,536,2015-05-31,NYN,MIA,True,4,3,NYC20,Citi Field,New York,NY,36,7,1,0,1,22,5,0,0,33,3,2,0,1,21,4,1,1,2015,5,31,0,United States,1,1,-74.948051,42.165726,257,536,eastern,9
537,537,2015-06-01,MIA,CHN,False,1,5,MIA02,Marlins Park,Miami,FL,39,5,2,0,1,19,7,4,1,34,5,1,0,0,14,13,1,0,2015,6,1,0,United States,-1,0,-81.686783,27.766279,1710,537,eastern,9
538,538,2015-06-02,MIA,CHN,False,5,2,MIA02,Marlins Park,Miami,FL,36,4,4,0,0,18,7,3,0,34,5,2,0,1,17,7,2,0,2015,6,2,0,United States,1,1,-81.686783,27.766279,1710,538,eastern,9
539,539,2015-06-03,MIA,CHN,False,7,3,MIA02,Marlins Park,Miami,FL,40,5,1,1,1,19,8,4,1,38,9,3,0,2,16,6,2,0,2015,6,3,0,United States,1,1,-81.686783,27.766279,1710,539,eastern,9
540,540,2015-06-05,COL,MIA,False,2,6,DEN02,Coors Field,Denver,CO,40,9,1,1,1,20,6,2,0,38,12,0,0,0,18,7,1,0,2015,6,5,0,United States,-1,0,-105.311104,39.059811,2518,540,mountain,11
541,541,2015-06-06,COL,MIA,True,10,5,DEN02,Coors Field,Denver,CO,42,8,3,2,0,19,8,2,0,42,11,1,2,3,18,5,2,0,2015,6,6,0,United States,1,1,-105.311104,39.059811,2518,541,mountain,11
542,542,2015-06-07,COL,MIA,True,2,3,DEN02,Coors Field,Denver,CO,36,6,0,0,1,24,4,1,0,39,3,1,0,1,19,9,4,2,2015,6,7,0,United States,-1,0,-105.311104,39.059811,2518,542,mountain,11
543,543,2015-06-08,TOR,MIA,False,11,3,TOR02,Rogers Centre,Toronto,ONT,34,5,2,0,1,18,8,0,0,44,7,4,0,1,17,7,7,1,2015,6,8,1,Canada,1,1,-79.347015,43.65107,2221,543,eastern,13
544,544,2015-06-09,TOR,MIA,False,4,3,TOR02,Rogers Centre,Toronto,ONT,38,6,1,0,3,22,5,1,0,31,3,1,0,1,16,9,1,0,2015,6,9,1,Canada,1,1,-79.347015,43.65107,2221,544,eastern,13
545,545,2015-06-10,TOR,MIA,True,7,2,TOR02,Rogers Centre,Toronto,ONT,34,3,2,1,1,21,6,0,0,33,3,2,0,4,15,7,2,0,2015,6,10,1,Canada,1,1,-79.347015,43.65107,2221,545,eastern,13
546,546,2015-06-11,MIA,COL,False,6,0,MIA02,Marlins Park,Miami,FL,34,4,1,0,0,19,8,1,1,40,8,2,1,2,19,5,3,0,2015,6,11,0,United States,1,1,-81.686783,27.766279,1774,546,eastern,13
547,547,2015-06-12,MIA,COL,False,5,1,MIA02,Marlins Park,Miami,FL,31,4,2,0,1,19,5,0,0,36,5,1,0,2,19,4,4,1,2015,6,12,0,United States,1,1,-81.686783,27.766279,1774,547,eastern,13
548,548,2015-06-13,MIA,COL,True,4,1,MIA02,Marlins Park,Miami,FL,34,3,1,1,0,12,15,2,0,32,2,1,0,1,18,6,4,0,2015,6,13,0,United States,1,1,-81.686783,27.766279,1774,548,eastern,13
549,549,2015-06-14,MIA,COL,True,1,4,MIA02,Marlins Park,Miami,FL,38,2,1,0,2,18,9,5,1,37,4,1,0,0,19,8,5,0,2015,6,14,0,United States,-1,0,-81.686783,27.766279,1774,549,eastern,13
550,550,2015-06-15,MIA,NYA,False,2,1,MIA02,Marlins Park,Miami,FL,33,1,1,0,1,17,10,3,0,35,7,2,0,1,15,8,1,1,2015,6,15,0,United States,1,1,-81.686783,27.766279,1774,550,eastern,13
551,551,2015-06-16,MIA,NYA,False,12,2,MIA02,Marlins Park,Miami,FL,36,5,2,0,0,21,6,2,0,44,13,1,1,1,17,7,3,1,2015,6,16,0,United States,1,1,-81.686783,27.766279,1774,551,eastern,13
552,552,2015-06-17,NYA,MIA,False,2,1,NYC21,Yankee Stadium II,New York,NY,34,2,0,0,1,15,12,4,0,35,6,1,0,0,18,4,5,1,2015,6,17,0,United States,1,1,-74.948051,42.165726,1710,552,eastern,13
553,553,2015-06-18,NYA,MIA,False,9,4,NYC21,Yankee Stadium II,New York,NY,37,8,0,1,1,14,12,0,1,45,9,4,0,2,16,8,6,0,2015,6,18,0,United States,1,1,-74.948051,42.165726,1710,553,eastern,13
554,554,2015-06-19,CIN,MIA,False,5,0,CIN09,Great American Ballpark,Cincinnati,OH,34,3,1,0,0,17,9,3,1,35,4,4,0,1,15,8,3,0,2015,6,19,0,United States,1,1,-82.764915,40.388783,683,554,eastern,13
555,555,2015-06-20,CIN,MIA,False,0,5,CIN09,Great American Ballpark,Cincinnati,OH,37,1,3,0,2,22,5,3,1,32,4,1,0,0,22,3,2,0,2015,6,20,0,United States,-1,0,-82.764915,40.388783,683,555,eastern,13
556,556,2015-06-21,CIN,MIA,True,5,2,CIN09,Great American Ballpark,Cincinnati,OH,38,6,2,0,1,18,9,2,0,35,9,0,0,2,18,3,2,1,2015,6,21,0,United States,1,1,-82.764915,40.388783,683,556,eastern,13
557,557,2015-06-23,MIA,SLN,False,3,4,MIA02,Marlins Park,Miami,FL,39,7,1,0,1,18,7,3,2,37,7,2,0,1,14,11,2,0,2015,6,23,0,United States,-1,0,-81.686783,27.766279,1403,557,eastern,13
558,558,2015-06-24,MIA,SLN,False,1,6,MIA02,Marlins Park,Miami,FL,34,5,0,0,2,21,4,2,0,34,6,0,0,1,22,5,0,0,2015,6,24,0,United States,-1,0,-81.686783,27.766279,1403,558,eastern,13
559,559,2015-06-25,MIA,SLN,False,1,5,MIA02,Marlins Park,Miami,FL,40,9,1,0,0,17,9,3,1,35,3,0,0,1,20,7,4,0,2015,6,25,0,United States,-1,0,-81.686783,27.766279,1403,559,eastern,13
560,560,2015-06-26,MIA,LAN,False,1,7,MIA02,Marlins Park,Miami,FL,43,11,1,0,1,19,6,4,1,32,6,0,0,0,9,16,1,0,2015,6,26,0,United States,-1,0,-81.686783,27.766279,1403,560,eastern,13
561,561,2015-06-27,MIA,LAN,True,3,2,MIA02,Marlins Park,Miami,FL,32,5,0,0,1,17,9,0,0,31,6,2,0,0,11,12,0,0,2015,6,27,0,United States,1,1,-81.686783,27.766279,1403,561,eastern,13
562,562,2015-06-28,MIA,LAN,True,0,2,MIA02,Marlins Park,Miami,FL,41,6,1,0,0,17,9,8,0,32,3,2,0,0,18,8,1,0,2015,6,28,0,United States,-1,0,-81.686783,27.766279,1403,562,eastern,13
563,563,2015-06-30,MIA,SFN,False,5,3,MIA02,Marlins Park,Miami,FL,35,4,1,0,1,17,10,2,0,37,6,1,0,2,20,4,4,0,2015,6,30,0,United States,1,1,-81.686783,27.766279,1403,563,eastern,13
564,564,2015-07-01,MIA,SFN,False,6,5,MIA02,Marlins Park,Miami,FL,39,10,3,0,1,22,3,0,0,31,5,1,1,1,16,2,4,1,2015,7,1,0,United States,1,1,-81.686783,27.766279,1403,564,eastern,13
565,565,2015-07-02,MIA,SFN,True,5,4,MIA02,Marlins Park,Miami,FL,38,6,1,0,2,15,12,1,1,36,4,1,1,2,19,4,5,0,2015,7,2,0,United States,1,1,-81.686783,27.766279,1403,565,eastern,13
566,566,2015-07-03,CHN,MIA,True,1,2,CHI11,Wrigley Field,Chicago,IL,36,3,0,0,2,17,10,4,0,36,5,1,0,0,20,7,2,1,2015,7,3,0,United States,-1,0,-88.986137,40.349457,1548,566,central,14
567,567,2015-07-04,CHN,MIA,False,7,2,CHI11,Wrigley Field,Chicago,IL,41,7,3,0,0,22,7,2,0,32,1,1,0,2,19,5,3,1,2015,7,4,0,United States,1,1,-88.986137,40.349457,1548,567,central,14
568,568,2015-07-05,CHN,MIA,True,2,0,CHI11,Wrigley Field,Chicago,IL,31,5,0,0,0,17,8,1,0,31,2,1,0,0,15,9,3,1,2015,7,5,0,United States,1,1,-88.986137,40.349457,1548,568,central,14
569,569,2015-07-07,BOS,MIA,False,4,3,BOS07,Fenway Park,Boston,MA,36,3,4,0,0,15,12,2,0,35,7,1,0,0,15,9,3,0,2015,7,7,0,United States,1,1,-71.530106,42.230171,1474,569,eastern,15
570,570,2015-07-08,BOS,MIA,False,6,3,BOS07,Fenway Park,Boston,MA,37,9,0,0,1,20,6,1,0,32,3,1,0,1,21,4,2,0,2015,7,8,0,United States,1,1,-71.530106,42.230171,1474,570,eastern,15
571,571,2015-07-09,MIA,CIN,False,2,0,MIA02,Marlins Park,Miami,FL,32,5,2,0,0,14,11,0,0,32,3,2,0,0,15,6,5,1,2015,7,9,0,United States,1,1,-81.686783,27.766279,1850,571,eastern,15
572,572,2015-07-10,MIA,CIN,False,0,1,MIA02,Marlins Park,Miami,FL,35,5,1,0,1,18,8,2,0,32,3,1,0,0,14,13,1,0,2015,7,10,0,United States,-1,0,-81.686783,27.766279,1850,572,eastern,15
573,573,2015-07-11,MIA,CIN,True,14,3,MIA02,Marlins Park,Miami,FL,37,6,1,0,1,22,4,3,0,45,16,3,0,2,19,4,1,0,2015,7,11,0,United States,1,1,-81.686783,27.766279,1850,573,eastern,15
574,574,2015-07-12,MIA,CIN,True,8,1,MIA02,Marlins Park,Miami,FL,37,2,3,0,0,20,8,3,1,36,6,4,0,0,21,4,1,0,2015,7,12,0,United States,1,1,-81.686783,27.766279,1850,574,eastern,15
575,575,2015-07-17,PHI,MIA,False,6,3,PHI13,Citizens Bank Park,Philadelphia,PA,36,6,2,0,1,20,4,3,0,33,5,1,0,1,17,7,2,0,2015,7,17,0,United States,1,1,-77.209755,40.590752,1480,575,eastern,15
576,576,2015-07-18,PHI,MIA,False,3,1,PHI13,Citizens Bank Park,Philadelphia,PA,36,6,4,0,0,17,8,1,0,32,4,1,0,0,20,5,2,0,2015,7,18,0,United States,1,1,-77.209755,40.590752,1480,576,eastern,15
577,577,2015-07-19,PHI,MIA,True,8,7,PHI13,Citizens Bank Park,Philadelphia,PA,42,12,2,0,0,21,5,2,0,36,4,3,0,3,19,4,2,1,2015,7,19,0,United States,1,1,-77.209755,40.590752,1480,577,eastern,15
578,578,2015-07-20,ARI,MIA,False,3,1,PHO01,Chase Field,Phoenix,AZ,36,6,0,0,1,20,3,6,0,34,7,0,1,0,16,5,5,0,2015,7,20,0,United States,1,1,-111.431221,33.729759,3112,578,mountain,17
579,579,2015-07-21,ARI,MIA,False,0,3,PHO01,Chase Field,Phoenix,AZ,37,7,1,0,1,20,6,2,0,33,5,0,0,0,16,11,1,0,2015,7,21,0,United States,-1,0,-111.431221,33.729759,3112,579,mountain,17
580,580,2015-07-22,ARI,MIA,False,3,5,PHO01,Chase Field,Phoenix,AZ,37,1,5,1,0,18,8,3,1,41,4,3,1,0,11,16,5,1,2015,7,22,0,United States,-1,0,-111.431221,33.729759,3112,580,mountain,17
581,581,2015-07-23,SDN,MIA,False,0,4,SAN02,Petco Park,San Diego,CA,37,10,0,0,0,17,9,1,0,33,3,0,0,0,16,9,4,1,2015,7,23,0,United States,-1,0,-119.681564,36.116203,798,581,pacific,18
582,582,2015-07-24,SDN,MIA,False,3,1,SAN02,Petco Park,San Diego,CA,37,2,2,1,0,21,6,3,2,32,3,2,0,3,17,6,0,1,2015,7,24,0,United States,1,1,-119.681564,36.116203,798,582,pacific,18
583,583,2015-07-25,SDN,MIA,False,3,1,SAN02,Petco Park,San Diego,CA,35,4,2,1,1,16,10,1,0,34,7,1,0,0,15,9,2,0,2015,7,25,0,United States,1,1,-119.681564,36.116203,798,583,pacific,18
584,584,2015-07-26,SDN,MIA,True,3,2,SAN02,Petco Park,San Diego,CA,34,3,0,0,1,22,5,2,1,32,4,1,1,1,16,8,1,0,2015,7,26,0,United States,1,1,-119.681564,36.116203,798,584,pacific,18
585,585,2015-07-28,MIA,WAS,False,4,1,MIA02,Marlins Park,Miami,FL,38,5,2,0,0,18,6,7,0,36,10,0,1,0,18,3,4,0,2015,7,28,0,United States,1,1,-81.686783,27.766279,3684,585,eastern,21
