,Unnamed: 0,game_date,home_team,away_team,is_day_game,home_score,away_score,venue,venue_name,city,state,home_pa,home_1b,home_2b,home_3b,home_hr,home_fo,home_so,home_bb,home_hbp,away_pa,away_1b,away_2b,away_3b,away_hr,away_fo,away_so,away_bb,away_hbp,year,month,day,isAbroad,country,winner,home_won,Longitude,Latitude,distance,row_index,time_zone,time_zones_crossed
627,627,2003-09-07,SDN,HOU,True,7,1,SAN01,Qualcomm Stadium,San Diego,CA,38,3,1,0,1,19,7,7,0,36,4,3,0,1,15,7,3,3,2003,9,7,0,United States,1,1,-119.681564,36.116203,2123,627,pacific,24
628,628,2003-09-08,MIL,HOU,False,4,8,MIL06,Miller Park,Milwaukee,WI,47,5,5,0,2,22,6,6,1,34,3,1,0,1,16,11,1,1,2003,9,8,0,United States,-1,0,-89.616508,44.268543,2697,628,central,26
629,629,2003-09-09,MIL,HOU,False,6,7,MIL06,Miller Park,Milwaukee,WI,43,8,2,0,2,23,4,4,0,41,7,1,0,0,20,7,5,1,2003,9,9,0,United States,-1,0,-89.616508,44.268543,2697,629,central,26
630,630,2003-09-10,MIL,HOU,False,1,3,MIL06,Miller Park,Milwaukee,WI,43,8,1,0,0,20,5,8,1,35,6,0,0,1,17,7,3,1,2003,9,10,0,United States,-1,0,-89.616508,44.268543,2697,630,central,26
631,631,2003-09-11,MIL,HOU,True,5,3,MIL06,Miller Park,Milwaukee,WI,37,6,3,0,0,23,4,1,0,35,5,3,1,1,18,5,2,0,2003,9,11,0,United States,1,1,-89.616508,44.268543,2697,631,central,26
632,632,2003-09-12,HOU,SLN,False,14,5,HOU03,Minute Maid Park,Houston,TX,36,0,2,1,2,20,6,5,0,50,9,8,1,1,20,4,6,1,2003,9,12,0,United States,1,1,-97.563461,31.054487,1623,632,central,26
633,633,2003-09-13,HOU,SLN,False,2,0,HOU03,Minute Maid Park,Houston,TX,31,4,1,0,0,16,10,0,0,30,2,1,0,1,19,5,2,0,2003,9,13,0,United States,1,1,-97.563461,31.054487,1623,633,central,26
634,634,2003-09-14,HOU,SLN,True,4,1,HOU03,Minute Maid Park,Houston,TX,31,1,2,0,0,24,3,1,0,33,3,2,1,0,17,5,3,2,2003,9,14,0,United States,1,1,-97.563461,31.054487,1623,634,central,26
635,635,2003-09-16,COL,HOU,False,4,14,DEN02,Coors Field,Denver,CO,44,5,0,1,6,25,3,3,1,38,4,3,0,2,24,2,3,0,2003,9,16,0,United States,-1,0,-105.311104,39.059811,1134,635,mountain,27
636,636,2003-09-17,COL,HOU,False,7,5,DEN02,Coors Field,Denver,CO,44,11,1,0,0,20,8,4,0,40,7,2,1,2,13,9,5,1,2003,9,17,0,United States,1,1,-105.311104,39.059811,1134,636,mountain,27
637,637,2003-09-18,COL,HOU,True,0,6,DEN02,Coors Field,Denver,CO,42,10,2,1,1,22,4,1,1,34,2,1,0,0,16,10,5,0,2003,9,18,0,United States,-1,0,-105.311104,39.059811,1134,637,mountain,27
638,638,2003-09-19,SLN,HOU,False,1,8,STL09,Busch Stadium II,St. Louis,MO,44,8,2,1,2,19,6,5,1,32,5,1,0,0,17,7,2,0,2003,9,19,0,United States,-1,0,-92.288368,38.456085,1132,638,central,28
639,639,2003-09-20,SLN,HOU,True,3,2,STL09,Busch Stadium II,St. Louis,MO,53,7,1,0,0,27,12,6,0,57,6,2,0,1,28,10,10,0,2003,9,20,0,United States,1,1,-92.288368,38.456085,1132,639,central,28
640,640,2003-09-21,SLN,HOU,True,6,4,STL09,Busch Stadium II,St. Louis,MO,40,9,2,0,1,17,6,5,0,37,3,3,0,1,19,4,6,1,2003,9,21,0,United States,1,1,-92.288368,38.456085,1132,640,central,28
641,641,2003-09-22,HOU,SFN,False,3,6,HOU03,Minute Maid Park,Houston,TX,39,4,0,0,4,19,7,5,0,40,7,3,1,0,18,7,3,1,2003,9,22,0,United States,-1,0,-97.563461,31.054487,952,641,central,28
642,642,2003-09-23,HOU,SFN,False,3,10,HOU03,Minute Maid Park,Houston,TX,40,6,2,0,2,20,7,3,0,32,1,1,0,2,23,4,1,0,2003,9,23,0,United States,-1,0,-97.563461,31.054487,952,642,central,28
643,643,2003-09-24,HOU,SFN,True,2,1,HOU03,Minute Maid Park,Houston,TX,29,2,0,0,1,19,7,0,0,29,3,1,0,0,16,3,5,1,2003,9,24,0,United States,1,1,-97.563461,31.054487,952,643,central,28
644,644,2003-09-25,HOU,MIL,False,6,1,HOU03,Minute Maid Park,Houston,TX,33,5,0,0,1,16,8,3,0,38,5,1,0,3,15,9,5,0,2003,9,25,0,United States,1,1,-97.563461,31.054487,952,644,central,28
645,645,2003-09-26,HOU,MIL,False,5,12,HOU03,Minute Maid Park,Houston,TX,48,8,2,0,2,21,7,8,0,42,10,2,2,0,18,7,3,0,2003,9,26,0,United States,-1,0,-97.563461,31.054487,952,645,central,28
646,646,2003-09-27,HOU,MIL,False,2,5,HOU03,Minute Maid Park,Houston,TX,38,4,3,1,1,17,10,2,0,37,8,1,0,1,24,3,0,0,2003,9,27,0,United States,-1,0,-97.563461,31.054487,952,646,central,28
647,647,2003-09-28,HOU,MIL,True,8,5,HOU03,Minute Maid Park,Houston,TX,38,2,4,1,1,15,13,2,0,35,5,1,0,4,18,6,1,0,2003,9,28,0,United States,1,1,-97.563461,31.054487,952,647,central,28
648,648,2004-04-05,HOU,SFN,False,4,5,HOU03,Minute Maid Park,Houston,TX,39,6,3,0,1,19,7,2,1,39,7,1,0,1,25,2,3,0,2004,4,5,0,United States,-1,0,-97.563461,31.054487,952,648,central,2
649,649,2004-04-06,HOU,SFN,False,5,7,HOU03,Minute Maid Park,Houston,TX,43,11,4,0,0,18,7,3,0,48,15,0,0,0,19,7,5,2,2004,4,6,0,United States,-1,0,-97.563461,31.054487,952,649,central,2
650,650,2004-04-07,HOU,SFN,False,10,1,HOU03,Minute Maid Park,Houston,TX,33,3,1,0,0,13,13,3,0,40,4,5,0,3,18,4,4,2,2004,4,7,0,United States,1,1,-97.563461,31.054487,952,650,central,2
651,651,2004-04-09,MIL,HOU,True,7,13,MIL06,Miller Park,Milwaukee,WI,49,10,3,0,1,20,7,8,0,41,5,3,0,2,19,8,4,0,2004,4,9,0,United States,-1,0,-89.616508,44.268543,1623,651,central,2
652,652,2004-04-10,MIL,HOU,True,6,1,MIL06,Miller Park,Milwaukee,WI,32,4,1,1,0,16,10,0,0,40,8,1,0,1,17,7,5,1,2004,4,10,0,United States,1,1,-89.616508,44.268543,1623,652,central,2
653,653,2004-04-11,MIL,HOU,True,4,7,MIL06,Miller Park,Milwaukee,WI,41,5,2,0,2,21,7,4,0,42,5,5,0,0,20,7,5,0,2004,4,11,0,United States,-1,0,-89.616508,44.268543,1623,653,central,2
654,654,2004-04-12,SLN,HOU,False,5,10,STL09,Busch Stadium II,St. Louis,MO,42,6,4,0,1,20,8,2,1,42,9,0,0,0,21,6,6,0,2004,4,12,0,United States,-1,0,-92.288368,38.456085,683,654,central,2
655,655,2004-04-13,SLN,HOU,False,3,5,STL09,Busch Stadium II,St. Louis,MO,36,5,2,0,3,17,7,2,0,35,2,1,0,2,22,4,3,1,2004,4,13,0,United States,-1,0,-92.288368,38.456085,683,655,central,2
656,656,2004-04-14,SLN,HOU,True,1,11,STL09,Busch Stadium II,St. Louis,MO,49,7,5,0,2,20,6,8,1,39,4,1,0,0,21,5,7,1,2004,4,14,0,United States,-1,0,-92.288368,38.456085,683,656,central,2
657,657,2004-04-15,HOU,MIL,False,2,6,HOU03,Minute Maid Park,Houston,TX,41,5,2,1,0,20,9,3,1,32,1,1,1,1,21,5,2,0,2004,4,15,0,United States,-1,0,-97.563461,31.054487,952,657,central,2
658,658,2004-04-16,HOU,MIL,False,2,0,HOU03,Minute Maid Park,Houston,TX,28,3,0,0,0,15,10,0,0,35,7,0,1,0,18,3,5,1,2004,4,16,0,United States,1,1,-97.563461,31.054487,952,658,central,2
659,659,2004-04-17,HOU,MIL,False,14,5,HOU03,Minute Maid Park,Houston,TX,35,2,1,1,4,21,5,1,0,46,3,5,0,3,21,4,10,0,2004,4,17,0,United States,1,1,-97.563461,31.054487,952,659,central,2
660,660,2004-04-18,HOU,MIL,True,6,1,HOU03,Minute Maid Park,Houston,TX,31,5,1,0,0,14,10,1,0,40,9,4,2,1,17,4,3,0,2004,4,18,0,United States,1,1,-97.563461,31.054487,952,660,central,2
661,661,2004-04-20,HOU,SLN,False,3,5,HOU03,Minute Maid Park,Houston,TX,41,6,1,0,2,20,7,5,0,38,7,1,0,0,23,5,2,0,2004,4,20,0,United States,-1,0,-97.563461,31.054487,952,661,central,2
662,662,2004-04-21,HOU,SLN,False,6,12,HOU03,Minute Maid Park,Houston,TX,44,8,3,0,5,18,8,2,0,39,5,1,0,2,21,7,3,0,2004,4,21,0,United States,-1,0,-97.563461,31.054487,952,662,central,2
663,663,2004-04-22,HOU,SLN,False,1,2,HOU03,Minute Maid Park,Houston,TX,46,2,5,0,0,25,10,4,0,44,7,0,0,0,25,10,2,0,2004,4,22,0,United States,-1,0,-97.563461,31.054487,952,663,central,2
664,664,2004-04-23,COL,HOU,False,7,13,DEN02,Coors Field,Denver,CO,43,5,3,1,2,20,6,6,0,38,4,4,0,2,16,10,2,0,2004,4,23,0,United States,-1,0,-105.311104,39.059811,1134,664,mountain,3
665,665,2004-04-24,COL,HOU,True,5,8,DEN02,Coors Field,Denver,CO,44,7,2,0,1,21,5,6,2,40,7,1,0,3,13,12,4,0,2004,4,24,0,United States,-1,0,-105.311104,39.059811,1134,665,mountain,3
666,666,2004-04-25,COL,HOU,True,4,1,DEN02,Coors Field,Denver,CO,35,3,2,0,0,20,7,2,1,34,6,2,0,1,16,6,3,0,2004,4,25,0,United States,1,1,-105.311104,39.059811,1134,666,mountain,3
667,667,2004-04-28,PIT,HOU,False,4,2,PIT08,PNC Park,Pittsburgh,PA,35,6,2,0,0,20,4,3,0,35,5,2,0,0,21,3,2,2,2004,4,28,0,United States,1,1,-77.209755,40.590752,2401,667,eastern,5
668,668,2004-04-29,PIT,HOU,True,0,2,PIT08,PNC Park,Pittsburgh,PA,34,4,2,0,0,18,7,2,1,31,2,0,0,0,18,9,1,1,2004,4,29,0,United States,-1,0,-77.209755,40.590752,2401,668,eastern,5
669,669,2004-04-30,HOU,CIN,False,6,1,HOU03,Minute Maid Park,Houston,TX,35,5,0,0,0,16,9,5,0,37,8,3,0,1,21,3,0,1,2004,4,30,0,United States,1,1,-97.563461,31.054487,2114,669,central,6
670,670,2004-05-01,HOU,CIN,False,10,4,HOU03,Minute Maid Park,Houston,TX,39,4,1,0,1,18,9,6,0,44,12,3,1,0,18,4,6,0,2004,5,1,0,United States,1,1,-97.563461,31.054487,2114,670,central,6
671,671,2004-05-02,HOU,CIN,True,6,5,HOU03,Minute Maid Park,Houston,TX,40,5,2,0,1,17,10,4,1,36,7,1,0,1,17,7,2,1,2004,5,2,0,United States,1,1,-97.563461,31.054487,2114,671,central,6
672,672,2004-05-03,HOU,CIN,False,5,7,HOU03,Minute Maid Park,Houston,TX,41,4,3,0,2,14,12,6,0,41,6,4,0,0,19,8,3,1,2004,5,3,0,United States,-1,0,-97.563461,31.054487,2114,672,central,6
673,673,2004-05-04,HOU,PIT,False,4,3,HOU03,Minute Maid Park,Houston,TX,34,5,1,0,1,14,10,3,0,34,4,0,0,2,17,7,3,1,2004,5,4,0,United States,1,1,-97.563461,31.054487,2114,673,central,6
674,674,2004-05-05,HOU,PIT,False,6,2,HOU03,Minute Maid Park,Houston,TX,36,4,1,0,0,17,11,3,0,40,6,2,1,1,16,7,7,0,2004,5,5,0,United States,1,1,-97.563461,31.054487,2114,674,central,6
675,675,2004-05-06,HOU,PIT,True,5,2,HOU03,Minute Maid Park,Houston,TX,38,7,2,0,0,18,10,1,0,37,6,2,0,0,18,5,5,1,2004,5,6,0,United States,1,1,-97.563461,31.054487,2114,675,central,6
676,676,2004-05-07,ATL,HOU,False,3,5,ATL02,Turner Field,Atlanta,GA,42,9,2,0,1,18,8,3,1,38,7,0,0,2,21,6,1,1,2004,5,7,0,United States,-1,0,-83.643074,33.040619,1331,676,eastern,7
677,677,2004-05-08,ATL,HOU,False,5,4,ATL02,Turner Field,Atlanta,GA,43,9,0,1,2,21,8,2,0,41,7,0,1,1,18,10,3,1,2004,5,8,0,United States,1,1,-83.643074,33.040619,1331,677,eastern,7
678,678,2004-05-09,ATL,HOU,True,1,2,ATL02,Turner Field,Atlanta,GA,36,2,1,0,0,17,11,5,0,34,1,2,0,0,19,8,4,0,2004,5,9,0,United States,-1,0,-83.643074,33.040619,1331,678,eastern,7
679,679,2004-05-11,HOU,FLO,False,6,1,HOU03,Minute Maid Park,Houston,TX,31,3,0,0,1,12,14,1,0,37,6,2,0,1,18,6,4,0,2004,5,11,0,United States,1,1,-97.563461,31.054487,1331,679,central,8
680,680,2004-05-12,HOU,FLO,False,2,5,HOU03,Minute Maid Park,Houston,TX,40,5,2,0,3,18,8,4,0,34,4,1,0,1,25,1,2,0,2004,5,12,0,United States,-1,0,-97.563461,31.054487,1331,680,central,8
681,681,2004-05-13,HOU,FLO,False,2,3,HOU03,Minute Maid Park,Houston,TX,41,5,3,1,0,18,9,5,0,38,6,2,0,0,17,9,4,0,2004,5,13,0,United States,-1,0,-97.563461,31.054487,1331,681,central,8
682,682,2004-05-14,HOU,NYN,False,3,8,HOU03,Minute Maid Park,Houston,TX,42,5,4,0,2,19,7,4,1,36,3,2,0,1,23,4,3,0,2004,5,14,0,United States,-1,0,-97.563461,31.054487,1331,682,central,8
683,683,2004-05-15,HOU,NYN,False,7,4,HOU03,Minute Maid Park,Houston,TX,36,2,4,0,0,14,13,3,0,41,9,2,0,1,17,7,3,2,2004,5,15,0,United States,1,1,-97.563461,31.054487,1331,683,central,8
684,684,2004-05-16,HOU,NYN,True,2,3,HOU03,Minute Maid Park,Houston,TX,47,4,1,0,2,22,17,1,0,58,14,0,0,0,27,13,4,0,2004,5,16,0,United States,-1,0,-97.563461,31.054487,1331,684,central,8
685,685,2004-05-18,FLO,HOU,False,2,9,MIA01,Sun Life Stadium,Miami,FL,47,11,2,0,2,13,13,5,1,37,5,2,0,0,19,8,3,0,2004,5,18,0,United States,-1,0,-81.686783,27.766279,1581,685,eastern,9
686,686,2004-05-19,FLO,HOU,False,2,10,MIA01,Sun Life Stadium,Miami,FL,43,10,4,0,1,21,5,2,0,35,1,3,0,1,23,5,2,0,2004,5,19,0,United States,-1,0,-81.686783,27.766279,1581,686,eastern,9
687,687,2004-05-20,FLO,HOU,False,6,2,MIA01,Sun Life Stadium,Miami,FL,35,3,1,0,1,17,10,3,0,35,9,1,0,2,17,4,2,0,2004,5,20,0,United States,1,1,-81.686783,27.766279,1581,687,eastern,9
688,688,2004-05-21,CIN,HOU,False,7,4,CIN09,Great American Ballpark,Cincinnati,OH,35,5,2,0,1,18,8,0,1,41,7,3,0,0,14,10,6,1,2004,5,21,0,United States,1,1,-82.764915,40.388783,1403,688,eastern,9
689,689,2004-05-22,CIN,HOU,False,8,7,CIN09,Great American Ballpark,Cincinnati,OH,45,9,4,0,2,21,5,4,0,44,8,4,0,0,12,11,6,3,2004,5,22,0,United States,1,1,-82.764915,40.388783,1403,689,eastern,9
690,690,2004-05-23,CIN,HOU,True,7,0,CIN09,Great American Ballpark,Cincinnati,OH,33,6,0,0,0,20,4,2,1,37,7,2,0,3,16,7,2,0,2004,5,23,0,United States,1,1,-82.764915,40.388783,1403,690,eastern,9
691,691,2004-05-24,CIN,HOU,False,7,5,CIN09,Great American Ballpark,Cincinnati,OH,40,9,1,0,2,22,5,1,0,36,5,1,1,3,16,6,4,0,2004,5,24,0,United States,1,1,-82.764915,40.388783,1403,691,eastern,9
692,692,2004-05-25,HOU,CHN,False,5,0,HOU03,Minute Maid Park,Houston,TX,31,3,0,0,0,16,11,1,0,36,6,1,0,2,15,8,4,0,2004,5,25,0,United States,1,1,-97.563461,31.054487,1688,692,central,10
693,693,2004-05-26,HOU,CHN,False,7,3,HOU03,Minute Maid Park,Houston,TX,38,6,1,0,1,17,10,3,0,39,7,3,0,3,16,7,3,0,2004,5,26,0,United States,1,1,-97.563461,31.054487,1688,693,central,10
694,694,2004-05-28,HOU,SLN,False,1,2,HOU03,Minute Maid Park,Houston,TX,42,5,1,0,1,21,9,4,1,39,4,1,0,0,23,5,4,2,2004,5,28,0,United States,-1,0,-97.563461,31.054487,1688,694,central,10
695,695,2004-05-29,HOU,SLN,True,3,10,HOU03,Minute Maid Park,Houston,TX,47,10,2,1,3,20,5,6,0,38,5,4,0,0,19,7,3,0,2004,5,29,0,United States,-1,0,-97.563461,31.054487,1688,695,central,10
696,696,2004-05-30,HOU,SLN,True,7,1,HOU03,Minute Maid Park,Houston,TX,33,4,0,0,1,19,6,3,0,36,6,0,0,3,17,6,4,0,2004,5,30,0,United States,1,1,-97.563461,31.054487,1688,696,central,10
697,697,2004-05-31,CHN,HOU,True,3,1,CHI11,Wrigley Field,Chicago,IL,38,7,2,0,1,20,6,2,0,33,7,3,0,1,17,5,0,0,2004,5,31,0,United States,1,1,-88.986137,40.349457,1289,697,central,10
698,698,2004-06-01,CHN,HOU,False,3,5,CHI11,Wrigley Field,Chicago,IL,40,6,1,0,2,21,6,3,1,37,3,0,0,3,18,9,3,1,2004,6,1,0,United States,-1,0,-88.986137,40.349457,1289,698,central,10
699,699,2004-06-02,CHN,HOU,True,1,5,CHI11,Wrigley Field,Chicago,IL,45,10,2,1,0,18,8,6,0,34,3,2,1,0,19,7,2,0,2004,6,2,0,United States,-1,0,-88.986137,40.349457,1289,699,central,10
700,700,2004-06-04,SLN,HOU,False,5,3,STL09,Busch Stadium II,St. Louis,MO,37,6,2,0,2,18,6,2,1,35,5,1,0,0,14,10,5,0,2004,6,4,0,United States,1,1,-92.288368,38.456085,353,700,central,10
701,701,2004-06-05,SLN,HOU,False,10,4,STL09,Busch Stadium II,St. Louis,MO,37,8,3,0,0,16,9,1,0,46,15,3,0,1,18,6,3,0,2004,6,5,0,United States,1,1,-92.288368,38.456085,353,701,central,10
702,702,2004-06-06,SLN,HOU,True,2,3,STL09,Busch Stadium II,St. Louis,MO,38,8,1,0,0,24,1,4,0,37,7,1,0,0,18,9,2,0,2004,6,6,0,United States,-1,0,-92.288368,38.456085,353,702,central,10
703,703,2004-06-07,SEA,HOU,False,5,0,SEA03,Safeco Field,Seattle,WA,37,7,1,0,0,16,10,3,0,37,7,3,0,1,16,6,4,0,2004,6,7,0,United States,1,1,-121.490494,47.400902,2563,703,pacific,12
704,704,2004-06-08,SEA,HOU,False,0,1,SEA03,Safeco Field,Seattle,WA,33,2,1,0,0,21,4,5,0,39,4,1,1,0,15,12,5,1,2004,6,8,0,United States,-1,0,-121.490494,47.400902,2563,704,pacific,12
705,705,2004-06-09,SEA,HOU,False,0,3,SEA03,Safeco Field,Seattle,WA,37,4,3,0,0,17,10,3,0,34,6,1,0,0,19,6,2,0,2004,6,9,0,United States,-1,0,-121.490494,47.400902,2563,705,pacific,12
706,706,2004-06-11,MIL,HOU,False,9,3,MIL06,Miller Park,Milwaukee,WI,35,4,2,0,1,18,5,5,0,43,11,2,0,3,19,5,3,0,2004,6,11,0,United States,1,1,-89.616508,44.268543,2482,706,central,14
707,707,2004-06-12,MIL,HOU,False,7,4,MIL06,Miller Park,Milwaukee,WI,37,4,2,0,0,16,11,3,1,39,8,2,0,1,14,9,3,2,2004,6,12,0,United States,1,1,-89.616508,44.268543,2482,707,central,14
708,708,2004-06-13,MIL,HOU,True,4,5,MIL06,Miller Park,Milwaukee,WI,39,3,4,0,2,20,8,2,0,44,5,4,1,1,15,12,5,1,2004,6,13,0,United States,-1,0,-89.616508,44.268543,2482,708,central,14
709,709,2004-06-14,HOU,CHN,False,2,7,HOU03,Minute Maid Park,Houston,TX,41,5,2,1,4,20,7,2,0,38,7,3,0,0,18,8,2,0,2004,6,14,0,United States,-1,0,-97.563461,31.054487,1623,709,central,14
710,710,2004-06-15,HOU,CHN,False,2,4,HOU03,Minute Maid Park,Houston,TX,36,5,1,0,1,19,8,2,0,41,4,4,1,0,19,7,6,0,2004,6,15,0,United States,-1,0,-97.563461,31.054487,1623,710,central,14
711,711,2004-06-16,HOU,CHN,False,1,4,HOU03,Minute Maid Park,Houston,TX,40,7,2,2,0,24,3,2,0,36,7,1,0,0,19,7,2,0,2004,6,16,0,United States,-1,0,-97.563461,31.054487,1623,711,central,14
712,712,2004-06-17,HOU,CHN,False,4,5,HOU03,Minute Maid Park,Houston,TX,42,8,4,1,0,19,7,3,0,34,3,1,0,2,18,8,2,0,2004,6,17,0,United States,-1,0,-97.563461,31.054487,1623,712,central,14
713,713,2004-06-18,HOU,ANA,False,5,0,HOU03,Minute Maid Park,Houston,TX,33,4,1,0,0,21,6,1,0,42,6,2,1,1,14,10,7,1,2004,6,18,0,United States,1,1,-97.563461,31.054487,1623,713,central,14
714,714,2004-06-19,HOU,ANA,False,4,6,HOU03,Minute Maid Park,Houston,TX,44,5,5,1,2,19,6,4,2,39,4,3,0,1,17,9,5,0,2004,6,19,0,United States,-1,0,-97.563461,31.054487,1623,714,central,14
715,715,2004-06-20,HOU,ANA,True,3,1,HOU03,Minute Maid Park,Houston,TX,39,6,2,0,0,19,7,5,0,34,4,2,0,1,20,4,3,0,2004,6,20,0,United States,1,1,-97.563461,31.054487,1623,715,central,14
716,716,2004-06-21,HOU,PIT,False,7,5,HOU03,Minute Maid Park,Houston,TX,38,9,2,0,0,21,5,1,0,41,11,1,0,1,18,2,7,1,2004,6,21,0,United States,1,1,-97.563461,31.054487,1623,716,central,14
717,717,2004-06-22,HOU,PIT,False,5,4,HOU03,Minute Maid Park,Houston,TX,36,7,2,0,1,20,6,0,0,38,5,1,2,0,19,5,5,1,2004,6,22,0,United States,1,1,-97.563461,31.054487,1623,717,central,14
718,718,2004-06-23,HOU,PIT,False,2,7,HOU03,Minute Maid Park,Houston,TX,37,4,0,2,1,19,8,3,0,37,4,0,1,0,24,4,4,0,2004,6,23,0,United States,-1,0,-97.563461,31.054487,1623,718,central,14
719,719,2004-06-24,HOU,PIT,False,3,2,HOU03,Minute Maid Park,Houston,TX,33,5,0,0,0,19,7,2,0,33,5,0,0,0,23,1,4,0,2004,6,24,0,United States,1,1,-97.563461,31.054487,1623,719,central,14
720,720,2004-06-25,TEX,HOU,False,3,1,ARL02,Rangers Ballpark in Arlington,Arlington,TX,30,2,1,0,0,24,2,1,0,37,4,0,1,1,22,2,6,1,2004,6,25,0,United States,1,1,-97.563461,31.054487,1623,720,central,14
721,721,2004-06-26,TEX,HOU,True,8,7,ARL02,Rangers Ballpark in Arlington,Arlington,TX,41,5,3,0,2,24,3,4,0,40,11,3,0,2,19,3,0,2,2004,6,26,0,United States,1,1,-97.563461,31.054487,1623,721,central,14
722,722,2004-06-27,TEX,HOU,True,0,1,ARL02,Rangers Ballpark in Arlington,Arlington,TX,35,6,0,0,0,22,4,2,1,31,1,2,1,0,16,10,0,1,2004,6,27,0,United States,-1,0,-97.563461,31.054487,1623,722,central,14
723,723,2004-06-29,CHN,HOU,False,7,5,CHI11,Wrigley Field,Chicago,IL,39,6,3,1,1,25,2,1,0,36,2,4,0,2,12,12,4,0,2004,6,29,0,United States,1,1,-88.986137,40.349457,1289,723,central,14
724,724,2004-06-30,CHN,HOU,True,2,3,CHI11,Wrigley Field,Chicago,IL,40,4,0,0,3,19,8,6,0,38,4,1,0,1,16,9,7,0,2004,6,30,0,United States,-1,0,-88.986137,40.349457,1289,724,central,14
725,725,2004-07-01,CHN,HOU,True,5,4,CHI11,Wrigley Field,Chicago,IL,41,3,2,0,2,22,6,6,0,39,6,1,1,1,21,6,3,0,2004,7,1,0,United States,1,1,-88.986137,40.349457,1289,725,central,14
726,726,2004-07-02,HOU,TEX,False,7,5,HOU03,Minute Maid Park,Houston,TX,36,7,0,0,2,14,13,0,0,35,7,2,0,1,22,2,1,0,2004,7,2,0,United States,1,1,-97.563461,31.054487,1289,726,central,14
727,727,2004-07-03,HOU,TEX,False,10,8,HOU03,Minute Maid Park,Houston,TX,43,7,0,0,3,19,9,5,0,43,8,1,0,1,16,7,10,0,2004,7,3,0,United States,1,1,-97.563461,31.054487,1289,727,central,14
728,728,2004-07-04,HOU,TEX,True,3,18,HOU03,Minute Maid Park,Houston,TX,51,8,2,0,6,18,9,8,0,38,6,1,0,1,22,6,2,0,2004,7,4,0,United States,-1,0,-97.563461,31.054487,1289,728,central,14
729,729,2004-07-05,SDN,HOU,False,2,1,SAN02,Petco Park,San Diego,CA,34,2,2,0,1,22,4,3,0,33,5,0,0,0,17,6,5,0,2004,7,5,0,United States,1,1,-119.681564,36.116203,2123,729,pacific,16
730,730,2004-07-06,SDN,HOU,False,5,3,SAN02,Petco Park,San Diego,CA,33,4,0,0,1,21,4,3,0,33,5,2,0,2,20,4,0,0,2004,7,6,0,United States,1,1,-119.681564,36.116203,2123,730,pacific,16
731,731,2004-07-07,SDN,HOU,False,1,5,SAN02,Petco Park,San Diego,CA,46,7,4,0,1,19,7,7,1,36,3,4,0,0,16,10,3,0,2004,7,7,0,United States,-1,0,-119.681564,36.116203,2123,731,pacific,16
732,732,2004-07-08,LAN,HOU,False,7,2,LOS03,Dodger Stadium,Los Angeles,CA,34,4,0,0,1,21,5,3,0,43,11,0,0,1,20,4,5,2,2004,7,8,0,United States,1,1,-119.681564,36.116203,2123,732,pacific,16
733,733,2004-07-09,LAN,HOU,False,2,3,LOS03,Dodger Stadium,Los Angeles,CA,34,3,3,0,1,19,7,1,0,32,4,0,0,1,18,6,3,0,2004,7,9,0,United States,-1,0,-119.681564,36.116203,2123,733,pacific,16
734,734,2004-07-10,LAN,HOU,True,3,1,LOS03,Dodger Stadium,Los Angeles,CA,32,2,1,0,0,20,6,2,1,32,2,2,0,1,15,9,3,0,2004,7,10,0,United States,1,1,-119.681564,36.116203,2123,734,pacific,16
735,735,2004-07-11,LAN,HOU,True,7,4,LOS03,Dodger Stadium,Los Angeles,CA,35,4,1,0,2,19,7,1,1,40,11,1,0,1,13,9,5,0,2004,7,11,0,United States,1,1,-119.681564,36.116203,2123,735,pacific,16
736,736,2004-07-16,HOU,SDN,False,1,5,HOU03,Minute Maid Park,Houston,TX,39,5,4,0,0,21,5,4,0,36,5,0,1,0,20,6,3,1,2004,7,16,0,United States,-1,0,-97.563461,31.054487,2123,736,central,18
737,737,2004-07-17,HOU,SDN,True,4,7,HOU03,Minute Maid Park,Houston,TX,38,5,2,0,1,16,10,4,0,39,6,1,1,2,24,3,2,0,2004,7,17,0,United States,-1,0,-97.563461,31.054487,2123,737,central,18
738,738,2004-07-18,HOU,SDN,True,5,3,HOU03,Minute Maid Park,Houston,TX,33,3,1,0,1,22,5,1,0,34,6,1,0,3,19,3,1,1,2004,7,18,0,United States,1,1,-97.563461,31.054487,2123,738,central,18
739,739,2004-07-19,HOU,LAN,False,6,7,HOU03,Minute Maid Park,Houston,TX,40,6,2,0,3,14,9,6,0,36,4,1,0,1,22,5,3,0,2004,7,19,0,United States,-1,0,-97.563461,31.054487,2123,739,central,18
740,740,2004-07-20,HOU,LAN,False,5,7,HOU03,Minute Maid Park,Houston,TX,45,8,2,1,1,24,4,3,2,42,5,2,0,2,23,5,5,0,2004,7,20,0,United States,-1,0,-97.563461,31.054487,2123,740,central,18
741,741,2004-07-21,ARI,HOU,False,2,5,PHO01,Chase Field,Phoenix,AZ,46,8,0,0,2,19,7,9,1,36,4,2,0,1,16,9,4,0,2004,7,21,0,United States,-1,0,-111.431221,33.729759,1336,741,mountain,19
